crate	file	owner	kind	container	elem	class	ecs_form	owning_entity	growth	addr_cached	destination	group	shape	site
boyko_image	crates/boyko_image/src/png.rs	boyko_image::png::expand_to_rgba (let out, color type 2)	local	Vec	u8 (RGBA pixels)	B	system-scratch	material	once	no	NEW:VmBytes	codec-tools	ctor	local|expand_to_rgba|Vec
boyko_image	crates/boyko_image/src/png.rs	boyko_image::png::expand_to_rgba (let out, color type 4)	local	Vec	u8 (RGBA pixels)	B	system-scratch	material	once	no	NEW:VmBytes	codec-tools	ctor	local|expand_to_rgba|Vec
boyko_image	crates/boyko_image/src/png.rs	boyko_image::png::report_chunk_crc_mismatch	local	Cow	str (lossy UTF-8 of the 4 chunk-type bytes)	D	diagnostics	none	once	no	NEW:none	codec-tools	macro	macro|warn!|String
boyko_image	crates/boyko_image/src/png.rs	boyko_image::png::unfilter	return	Vec	u8 (unfiltered scanline bytes)	B	system-scratch	material	once	no	NEW:VmBytes	codec-tools	ret	return|unfilter|Vec
boyko_image	crates/boyko_image/src/png.rs	boyko_image::png::unfilter (let out)	local	Vec	u8	B	system-scratch	material	once	no	NEW:VmBytes	codec-tools	ctor	local|unfilter|Vec
boyko_input	crates/boyko_input/src/action/map.rs	InputMap::bindings	field	Box<[T]>	BindSpec	R	resource-column	none	highwater	no	NEW:CsrColumn<BindSpec>	ui-input	field	field|InputMap::bindings|Box<[T]>
boyko_input	crates/boyko_input/src/action/map.rs	InputMap::clone_arena	local	Box<[T]>	BindSpec	B	resource-column	none	once	no	NEW:CsrColumn<BindSpec>	ui-input	ctor	local|InputMap::clone_arena|Box<[T]>
boyko_input	crates/boyko_input/src/action/map.rs	InputMap::clone_arena	local	Box<[T]>	(u32, u32)	B	resource-column	none	once	no	NEW:CsrColumn<BindSpec>	ui-input	ctor	local|InputMap::clone_arena|Box<[T]>
boyko_input	crates/boyko_input/src/action/map.rs	InputMap::insert_binding_at	local	Vec	BindSpec	R	resource-column	none	highwater	no	NEW:CsrColumn<BindSpec>	ui-input	let	local|InputMap::insert_binding_at|Vec
boyko_input	crates/boyko_input/src/action/map.rs	InputMap::ranges	field	Box<[T]>	(u32, u32)	R	resource-column	none	once	no	NEW:CsrColumn<BindSpec>	ui-input	field	field|InputMap::ranges|Box<[T]>
boyko_input	crates/boyko_input/src/action/map.rs	InputMapBuilder::build (bindings)	local	Vec	BindSpec	B	resource-column	none	once	no	NEW:CsrColumn<BindSpec>	ui-input	let	local|InputMapBuilder::build|Vec
boyko_input	crates/boyko_input/src/action/map.rs	InputMapBuilder::build (ranges)	local	Vec	(u32, u32)	B	resource-column	none	once	no	NEW:CsrColumn<BindSpec>	ui-input	let	local|InputMapBuilder::build|Vec
boyko_input	crates/boyko_input/src/action/map.rs	InputMapBuilder::from_map	local	Vec	Vec<BindSpec>	B	resource-column	none	once	no	NEW:CsrColumn<BindSpec>	ui-input	let	local|InputMapBuilder::from_map|Vec
boyko_input	crates/boyko_input/src/action/map.rs	InputMapBuilder::from_map	local	Vec	BindSpec	B	resource-column	none	once	no	NEW:CsrColumn<BindSpec>	ui-input	ctor	local|InputMapBuilder::from_map|Vec
boyko_input	crates/boyko_input/src/action/map.rs	InputMapBuilder::new	local	Vec	Vec<BindSpec>	B	resource-column	none	once	no	NEW:CsrColumn<BindSpec>	ui-input	ctor	local|InputMapBuilder::new|Vec
boyko_input	crates/boyko_input/src/action/map.rs	InputMapBuilder::per_action	field	Vec	Vec<BindSpec>	B	resource-column	none	once	no	NEW:CsrColumn<BindSpec>	ui-input	field	field|InputMapBuilder::per_action|Vec
boyko_input	crates/boyko_input/src/action/names.rs	action::names::ACTION_NAMES (OnceLock)	static	Box<[T]>	(&'static str, u16)	B	resource-column	none	once	no	NEW:inline bounded array [(&'static str, u16); MAX_ACTIONS] in a write-once static	ui-input	static	static|static ACTION_NAMES|Box<[T]>
boyko_input	crates/boyko_input/src/action/names.rs	action::names::build_action_name_table	return	Box<[T]>	(&'static str, u16)	B	resource-column	none	once	no	NEW:inline bounded array [(&'static str, u16); MAX_ACTIONS] in a write-once static	ui-input	ret	return|build_action_name_table|Box<[T]>
boyko_input	crates/boyko_input/src/action/names.rs	action::names::build_action_name_table	local	Vec	(&'static str, u16)	B	resource-column	none	once	no	NEW:inline bounded array [(&'static str, u16); MAX_ACTIONS] in a write-once static	ui-input	let	local|build_action_name_table|Vec
boyko_input	crates/boyko_input/src/action/names.rs	action::names::build_action_name_table	local	other:std stable-sort scratch (Vec<T> inside alloc::slice::stable_sort)	(&'static str, u16)	B	resource-column	none	once	no	NEW:in-place sort_unstable_by	ui-input	ctor	local|build_action_name_table|sort-scratch
boyko_input	crates/boyko_input/src/action/state.rs	ActionState::axis2	field	Box<[T]>	[f32; 2]	R	resource-column	none	once	no	NEW:inline bounded array [[f32; 2]; MAX_ACTIONS] in the Resource	ui-input	field	field|ActionState::axis2|Box<[T]>
boyko_input	crates/boyko_input/src/action/state.rs	ActionState::button_value	field	Box<[T]>	f32	R	resource-column	none	once	no	NEW:inline bounded array [f32; MAX_ACTIONS] in the Resource	ui-input	field	field|ActionState::button_value|Box<[T]>
boyko_input	crates/boyko_input/src/action/state.rs	ActionState::fixed_axis2	field	Box<[T]>	[f32; 2]	R	resource-column	none	once	no	NEW:inline bounded array [[f32; 2]; MAX_ACTIONS] in the Resource	ui-input	field	field|ActionState::fixed_axis2|Box<[T]>
boyko_input	crates/boyko_input/src/action/state.rs	ActionState::fixed_value	field	Box<[T]>	f32	R	resource-column	none	once	no	NEW:inline bounded array [f32; MAX_ACTIONS] in the Resource	ui-input	field	field|ActionState::fixed_value|Box<[T]>
boyko_input	crates/boyko_input/src/action/state.rs	ActionState::with_count	local	Box<[T]>	f32	B	resource-column	none	once	no	NEW:inline bounded array	ui-input	ctor	local|ActionState::with_count|Box<[T]>
boyko_input	crates/boyko_input/src/action/state.rs	ActionState::with_count	local	Box<[T]>	[f32; 2]	B	resource-column	none	once	no	NEW:inline bounded array	ui-input	ctor	local|ActionState::with_count|Box<[T]>
boyko_input	crates/boyko_input/src/action/state.rs	ActionState::with_count	local	Box<[T]>	f32	B	resource-column	none	once	no	NEW:inline bounded array	ui-input	ctor	local|ActionState::with_count|Box<[T]>
boyko_input	crates/boyko_input/src/action/state.rs	ActionState::with_count	local	Box<[T]>	[f32; 2]	B	resource-column	none	once	no	NEW:inline bounded array	ui-input	ctor	local|ActionState::with_count|Box<[T]>
boyko_input	crates/boyko_input/src/persist/grammar.rs	ParseReport::errors	field	Vec	(usize, String)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	field	field|ParseReport::errors|Vec
boyko_input	crates/boyko_input/src/persist/grammar.rs	ParseReport::warnings	field	Vec	(usize, String)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	field	field|ParseReport::warnings|Vec
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (Result<_, String>)	return	String	u8 (error message, Err arm)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ret	return|parse_header|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (Result<_, String>)	return	String	u8 (error message, Err arm)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ret	return|parse_binding_line|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (Result<_, String>)	return	String	u8 (error message, Err arm)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ret	return|parse_spec|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (Result<_, String>)	return	String	u8 (error message, Err arm)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ret	return|parse_key|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (Result<_, String>)	return	String	u8 (error message, Err arm)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ret	return|parse_chord|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (Result<_, String>)	return	String	u8 (error message, Err arm)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ret	return|parse_axis2|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (Result<_, String>)	return	String	u8 (error message, Err arm)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ret	return|parse_axis1|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (Result<_, String>)	return	String	u8 (error message, Err arm)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ret	return|input_ref_from_name|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (Result<_, String>)	return	String	u8 (error message, Err arm)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ret	return|parse_axis_mode|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (Result<_, String>)	return	String	u8 (error message, Err arm)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ret	return|parse_f32|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|load_keys|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|load_keys|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_header|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_header|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_header|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_header|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_binding_line|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_binding_line|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_binding_line|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_binding_line|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_spec|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_spec|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_spec|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_spec|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_key|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_key|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_key|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_chord|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_chord|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_chord|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_axis2|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_axis1|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|params|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|input_ref_from_name|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_axis_mode|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar (recoverable .keys error/warning)	local	String	u8 (message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	ctor	local|parse_f32|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar::load_keys (overridden)	local	Vec	bool	B	system-scratch	system	once	no	NEW:inline BitSet256	ui-input	ctor	local|load_keys|Vec
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar::params	return	Vec	(&str, String)	B	system-scratch	system	once	no	NEW:LoadArena	ui-input	ret	return|params|Vec
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar::params (out)	local	Vec	(&str, String)	B	system-scratch	system	once	no	NEW:LoadArena	ui-input	ctor	local|params|Vec
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar::params (param value)	local	String	u8	B	system-scratch	system	once	no	NEW:LoadArena	ui-input	ctor	local|params|String
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar::parse_axis2/parse_axis1	local	String	u8 (error message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	semantic:str-into	-
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar::parse_axis2/parse_axis1	local	String	u8 (error message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	semantic:str-into	-
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar::parse_axis2/parse_axis1	local	String	u8 (error message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	semantic:str-into	-
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar::parse_axis2/parse_axis1	local	String	u8 (error message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	semantic:str-into	-
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar::parse_axis2/parse_axis1	local	String	u8 (error message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	semantic:str-into	-
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar::parse_axis2/parse_axis1	local	String	u8 (error message)	D	diagnostics	none	unknown	no	NEW:DiagArena	ui-input	semantic:str-into	-
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar::split_top_level (out)	local	Vec	&str	B	system-scratch	system	once	no	NEW:LoadArena	ui-input	ctor	local|split_top_level|Vec
boyko_input	crates/boyko_input/src/persist/grammar.rs	persist::grammar::split_top_level (pub)	return	Vec	&str	B	system-scratch	system	once	no	NEW:LoadArena	ui-input	ret	return|split_top_level|Vec
boyko_input	crates/boyko_input/src/persist/keyname.rs	persist::keyname::push_u32 (pub)	param	String	u8	B	system-scratch	system	once	no	NEW:ByteSink	ui-input	param	param|push_u32|String
boyko_input	crates/boyko_input/src/persist/keyname.rs	persist::keyname::write_mouse_token (pub)	param	String	u8	B	system-scratch	system	once	no	NEW:ByteSink	ui-input	param	param|write_mouse_token|String
boyko_input	crates/boyko_input/src/persist/writer.rs	persist::writer::keys_to_string (out)	local	String	u8	B	system-scratch	system	once	no	NEW:ByteSink	ui-input	ctor	local|keys_to_string|String
boyko_input	crates/boyko_input/src/persist/writer.rs	persist::writer::keys_to_string (pub)	return	String	u8 (UTF-8 .keys text)	B	system-scratch	system	once	no	NEW:ByteSink	ui-input	ret	return|keys_to_string|String
boyko_input	crates/boyko_input/src/persist/writer.rs	persist::writer::save_keys (pub)	param	String	u8 (UTF-8 .keys text)	B	system-scratch	system	once	no	NEW:ByteSink	ui-input	param	param|save_keys|String
boyko_input	crates/boyko_input/src/persist/writer.rs	persist::writer::write_chord (parts)	local	Vec	String	B	system-scratch	system	once	no	NEW:inline [KeyToken; MAX_CHORD_KEYS]	ui-input	let	local|write_chord|Vec
boyko_input	crates/boyko_input/src/persist/writer.rs	persist::writer::write_chord (per-key token)	local	String	u8	B	system-scratch	system	once	no	NEW:inline [KeyToken; MAX_CHORD_KEYS]	ui-input	ctor	local|write_chord|String
boyko_input	crates/boyko_input/src/plugin.rs	InputPlugin::resolve_map	local	String	u8 (UTF-8 .keys source)	B	system-scratch	system	once	no	NEW:LoadArena	ui-input	ctor	local|InputPlugin::resolve_map|fs::read_to_string
boyko_input	crates/boyko_input/src/raw/queue.rs	RawInputQueue::buf	field	Box<[T]>	RawInputEvent	R	event	window	once	no	VmReservation-raw	ui-input	field	field|RawInputQueue::buf|Box<[T]>
boyko_input	crates/boyko_input/src/raw/queue.rs	RawInputQueue::with_capacity	local	Box<[T]>	RawInputEvent	B	event	window	once	no	VmReservation-raw	ui-input	ctor	local|RawInputQueue::with_capacity|Box<[T]>
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::Merged::text	field	String	u8	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	field	field|Merged::text|String
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::decode_one	local	other:BufWriter (8 KiB Vec<u8> buffer)	u8	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	ctor	local|decode_one|BufWriter
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::decode_one	local	Vec	Option<Site<'_>>	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	let	local|decode_one|Vec
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::decode_one	local	Cow	str	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	ctor	local|decode_one|String
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::main	local	Vec	String (argv)	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	let	local|main|Vec
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::main	local	Vec	&String	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	let	local|main|Vec
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::main	local	Vec	(String, Vec<u8>)	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	ctor	local|main|Vec
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::main	local	Vec	u8 (whole file)	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	ctor	local|main|fs::read
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::main	local	String	u8	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	semantic:clone	-
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::main	local	Vec	u8 (whole file)	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	ctor	local|main|fs::read
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::merge_all	local	other:BufWriter (8 KiB Vec<u8> buffer)	u8	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	ctor	local|merge_all|BufWriter
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::merge_all	local	Vec	String (mismatched paths)	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	ctor	local|merge_all|Vec
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::merge_all	local	Vec	Merged<'_>	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	let	local|merge_all|Vec
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::merge_all	local	Vec	Option<Site<'_>>	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	let	local|merge_all|Vec
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::merge_all	local	String	u8	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	semantic:clone	-
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::merge_all	local	String	u8 (rendered record)	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	ctor	local|merge_all|inferred
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::merge_all	local	String	u8	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	ctor	local|merge_all|inferred
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::merge_all	local	Cow	str	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	ctor	local|merge_all|String
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::stamp	return	String	u8	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	ret	return|stamp|String
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::stamp	local	String	u8	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	ctor	local|stamp|String
boyko_log	crates/boyko_log/src/bin/logdec.rs	logdec::stamp	local	String	u8	C	out-of-scope:compile-time	none	once	no	out-of-scope:compile-time/tooling only	pool-utils-log	ctor	local|stamp|String
boyko_log	crates/boyko_log/src/control.rs	control::load_control	local	String	u8 (control spec text)	B	out-of-scope:os-owned	none	once	no	out-of-scope:std::env::var returns an owned String allocated inside std	pool-utils-log	ctor	local|load_control|env::var
boyko_log	crates/boyko_log/src/control.rs	control::load_control	local	String	u8 (control file text)	B	kernel-internal	none	once	no	VmReservation-raw	pool-utils-log	ctor	local|load_control|fs::read_to_string
boyko_log	crates/boyko_log/src/control.rs	control::load_control	local	String	u8	B	kernel-internal	none	once	no	VmReservation-raw	pool-utils-log	ctor	local|load_control|String
boyko_log	crates/boyko_log/src/drain_owner.rs	drain_owner::TOKEN_ANCHOR (thread_local!)	static	other:thread_local! os-key Value<T> (std AlignedSystemBox, System.alloc)	u8 (used only for its address)	T	kernel-internal	none	once	yes	D-M6: the OS thread id (GetCurrentThreadId / pthread_self) on the cold claim path; under cfg(miri) one shared TLS anchor (U-19; 01 section 6 item 10); rev 4: NEW:engine-owned per-thread context slot	pool-utils-log	tls	static|tls TOKEN_ANCHOR|tls-key
boyko_log	crates/boyko_log/src/lifecycle.rs	lifecycle::PREV_HOOK	static	Box<dyn>	dyn Fn(&PanicHookInfo<'_>) + Sync + Send (the previous hook)	B	out-of-scope:os-owned	none	once	no	out-of-scope:std panic-hook API is Box<dyn Fn>-typed	pool-utils-log	static	static|static PREV_HOOK|Box<dyn>
boyko_log	crates/boyko_log/src/lifecycle.rs	lifecycle::enable	local	String	u8	B	out-of-scope:os-owned	none	once	no	out-of-scope:std::thread::Builder::name takes an owned String	pool-utils-log	semantic:into	-
boyko_log	crates/boyko_log/src/lifecycle.rs	lifecycle::enable	local	other:std::thread internals	Arc<Packet>, Thread Arc<Inner>, boxed main	T	out-of-scope:os-owned	none	once	no	out-of-scope:std::thread internals	pool-utils-log	ctor	local|enable|thread::spawn
boyko_log	crates/boyko_log/src/lifecycle.rs	lifecycle::install_panic_hook	local	Box<dyn>	closure (captures nothing -> zero-sized)	B	out-of-scope:os-owned	none	once	no	out-of-scope:std panic-hook API requires Box<dyn Fn>	pool-utils-log	ctor	local|install_panic_hook|Box<T>
boyko_log	crates/boyko_log/src/probe.rs	probe::COUNT (thread_local!)	static	other:thread_local! os-key Value<T> (std AlignedSystemBox, System.alloc)	Cell<u64>	C	out-of-scope:test-only	none	once	yes	out-of-scope: test-probe feature, enabled only from [dev-dependencies]	pool-utils-log	tls	static|tls COUNT|tls-key
boyko_log	crates/boyko_log/src/probe.rs	probe::FIRST	static	String	u8 (first rendered message, per thread)	C	out-of-scope:test-only	none	perframe	no	out-of-scope:compile-time/tooling only	pool-utils-log	tls	static|tls FIRST|String
boyko_log	crates/boyko_log/src/probe.rs	probe::LAST	static	String	u8 (last rendered message, per thread)	C	out-of-scope:test-only	none	perframe	no	out-of-scope:compile-time/tooling only	pool-utils-log	tls	static|tls LAST|String
boyko_log	crates/boyko_log/src/probe.rs	probe::WATCH (thread_local!)	static	other:thread_local! os-key Value<T> (std AlignedSystemBox, System.alloc)	Cell<Option<(u8, u16)>>	C	out-of-scope:test-only	none	once	yes	out-of-scope: test-probe feature, enabled only from [dev-dependencies]	pool-utils-log	tls	static|tls WATCH|tls-key
boyko_log	crates/boyko_log/src/probe.rs	probe::first_message	return	String	u8	C	out-of-scope:test-only	none	unknown	no	out-of-scope:compile-time/tooling only	pool-utils-log	ret	return|first_message|String
boyko_log	crates/boyko_log/src/probe.rs	probe::last_message	return	String	u8	C	out-of-scope:test-only	none	unknown	no	out-of-scope:compile-time/tooling only	pool-utils-log	ret	return|last_message|String
boyko_log	crates/boyko_log/src/probe.rs	probe::note_emission	local	String	u8 (rendered line)	C	out-of-scope:test-only	none	perframe	no	out-of-scope:compile-time/tooling only	pool-utils-log	ctor	local|note_emission|String
boyko_log	crates/boyko_log/src/probe.rs	probe::note_emission	local	String	u8	C	out-of-scope:test-only	none	perframe	no	out-of-scope:compile-time/tooling only	pool-utils-log	ctor	local|note_emission|String
boyko_log	crates/boyko_log/src/sink/binary.rs	sink::binary::open	local	other:std::fs internals (Vec<u16> wide path)	u16	T	resource-column	none	once	no	out-of-scope:std internals	pool-utils-log	ctor	local|open|File::create
boyko_log	crates/boyko_log/src/sink/binary.rs	sink::binary::rotate_now	local	String	u8 (sink path)	D	resource-column	none	unknown	no	NEW:InlineStr<N>	pool-utils-log	ctor	local|rotate_now|inferred
boyko_log	crates/boyko_log/src/sink/binary.rs	sink::binary::rotate_now	local	String	u8 (rotated file name, String then PathBuf)	D	resource-column	none	unknown	no	NEW:InlineStr<N>	pool-utils-log	ctor	local|rotate_now|String
